Songs & Artist,Streams,Daily
Aminé - Caroline,771289906,111123
Little Mix - Shout Out to My Ex,771028362,142791
Justin Bieber - Mistletoe,770970642,76233
The Beatles - Come Together,770072203,319304
Justin Bieber - Hold On,770061282,154391
Darius Rucker - Wagon Wheel,769334694,464178
Dave - Sprinter,768873374,637133
Olivia Rodrigo - All I Want,768847035,487824
No Doubt - Don't Speak,768533020,538807
Fall Out Boy - Thnks fr th Mmrs,767753249,439617
Sub Urban - Cradles,767038114,320188
The Cure - Friday I'm In Love,766826698,373092
Julia Michaels - What A Time,766352192,261849
*NSYNC - Bye Bye Bye,766218771,2538110
Chase Atlantic - Swim,766062981,618204
Alan Walker - Alone,765672148,257562
Don McLean - American Pie,765628926,343817
Travis Scott - STARGAZING,765480499,211188
Daryl Hall & John Oates - Rich Girl,765446604,1027752
Felix Jaehn - Ain't Nobody (Loves Me Better),765316503,255225
Kendrick Lamar - m.A.A.d city,764910916,233750
StaySolidRocky - Party Girl,764808537,356979
Calle 24 - Que Onda,763342957,1176426
Radiohead - No Surprises,762950566,733445
Linkin Park - One Step Closer,762659948,1039602
Bad Bunny - WHERE SHE GOES,762602390,335228
Rixton - Me And My Broken Heart,761833056,223698
Pinkfong - Baby Shark,761754036,448740
Drake - Knife Talk,761725370,240809
Jack Harlow - Lovin On Me,761713101,670794
Guns N' Roses - Knockin' On Heaven's Door,761481699,426952
Playboi Carti - Sky,761402653,514311
The Cure - Boys Don't Cry,761013828,431006
Bad Bunny - Yo Perreo Sola,760923231,124760
The Rolling Stones - (I Can't Get No) Satisfaction,760624652,409824
Labrinth - Jealous,759844292,149361
Xavi - La Diabla,759195952,851446
Khalid - Saturday Nights,759187307,172389
CNCO - Reggaetón Lento (Bailemos),759012612,294245
Maroon 5 - Beautiful Mistakes,758764204,285040
"Kendrick Lamar - Bitch, Don’t Kill My Vibe",758553789,299971
Bazzi - Beautiful,758429352,151264
Mumford & Sons - Little Lion Man,758427114,285004
Jack Harlow - Whats Poppin,757696478,121155
Black Eyed Peas - Pump It,755746429,511979
Linkin Park - Faint,755534689,1178935
U2 - I Still Haven't Found What I'm Looking For,755395721,346919
LMFAO - Party Rock Anthem,754909600,406635
Nelly Furtado - Maneater,754754103,795899
Kendrick Lamar - Alright,754655226,445338
Lil Tjay - F.N,754521936,226976
Frank Ocean - Nights,754475740,403828
Bad Bunny - Party,754211871,230593
Train - Drive By,753781089,637014
DMX - X Gon' Give It To Ya,753445918,223901
ATB - Your Love (9PM),752785354,316599
Peso Pluma - LADY GAGA,752558467,609742
Lady Gaga - Telephone,752429194,447090
Lil Nas X - Panini,751989777,94258
James Bay - Hold Back The River,751886163,236716
Bill Withers - Lovely Day,751707309,879677
Alessia Cara - How Far I'll Go,751587335,103714
Neil Diamond - Sweet Caroline,751562823,384428
Pink Floyd - Wish You Were Here,751440979,326870
Luke Combs - Hurricane,751357973,282535
Michael Jackson - Smooth Criminal,751080685,401506
Corinne Bailey Rae - Put Your Records On,750885739,841795
Taylor Swift - Lavender Haze,750463859,310522
Sia - Cheap Thrills,750321259,374355
Rise Against - Savior,750301132,444047
Lil Baby - Freestyle,749677508,403196
Shaboozey - A Bar Song (Tipsy),749292375,3516596
Luis Miguel - Ahora Te Puedes Marchar,749282932,442898
Green Day - Good Riddance (Time of Your Life),749162642,781342
BENEE - Supalonely,748682373,91142
Jay Sean - Down,747533943,438514
Arcángel - La Jumpa,747387626,297345
A$AP Ferg - Plain Jane,747300315,119196
Alex & Sierra - Little Do You Know,747126155,155763
Imagine Dragons - It's Time,746819739,245833
Rae Sremmurd - This Could Be Us,746754241,253213
Cage The Elephant - Ain't No Rest For The Wicked,746399090,470264
Jason Derulo - Talk Dirty,745878968,398305
Kesha - Die Young,745458776,360307
AC/DC - T.N.T.,745298385,413357
Skillet - Monster,745103952,442219
MEDUZA - Paradise,744966952,144262
iñigo quintero - Si No Estás,744571461,737257
Øneheart - snowfall,744371488,898408
Queen - We Are The Champions,744059197,315288
Lana Del Rey - Born To Die,743962373,587951
Young Thug - The London,743956860,171464
Mustard - Pure Water,743945301,182376
Young Thug - pick up the phone,743934323,188064
Rascal Flatts - Life is a Highway,743850755,391867
Tom Petty - Free Fallin',743558389,315638
Phil Collins - In the Air Tonight,743269443,479914
Jon Bellion - All Time Low,743164062,109705
BTS - Life Goes On,742545085,213017
Iggy Azalea - Fancy,742416204,226615
Bad Bunny - TE MUDASTE,741247349,181042
Fort Minor - Remember the Name,741158305,281350
Rihanna - Disturbia,740883396,418257
Shakira - Te Felicito,740741588,196999
Pitbull - Feel This Moment,740711165,522035
Tainy - Adicto,740423261,310718
Ed Sheeran - Supermarket Flowers,740285205,188466
Fugees - Killing Me Softly With His Song,739798515,382261
Lil Mosey - Noticed,739469850,135825
Maluma - 11 PM,739322475,289587
Britney Spears - Gimme More,738907557,889746
Zac Brown Band - Chicken Fried,738609510,631955
Lost Frequencies - Reality,738555508,374751
Jason Mraz - Lucky,738418148,195529
JACKBOYS - OUT WEST,738158272,242239
Fleetwood Mac - Landslide,737920286,397256
JHAYCO - CÓMO SE SIENTE,737746182,336177
Los Enanitos Verdes - Lamento Boliviano,737651411,436736
Junior H - El Azul,737364729,548798
Taylor Swift - You Belong With Me (Taylor’s Version),736499138,631359
Bad Bunny - La Difícil,736402126,135851
Rihanna - Where Have You Been,736174030,307232
Flo Rida - GDFR,735687150,156676
Morgan Wallen - You Proof,734979690,638711
Dalex - Hola,734138942,285324
The Weeknd - Is There Someone Else?,733994572,624951
Manu Chao - Me Gustas Tu,733455927,610833
Whitney Houston - I Will Always Love You,733149409,540475
Dalex - Pa Mí,732801469,152910
Jimi Hendrix - All Along the Watchtower,732678387,225751
Jason Derulo - Take You Dancing,732036608,166938
Central Cee - Doja,731319461,424024
Taylor Swift - ME!,730859004,320741
Soundgarden - Black Hole Sun,730509839,431959
Don Toliver - After Party,730456741,303244
Yot Club - YKWIM?,730320461,545614
Tame Impala - Borderline,730303483,565171
The Script - The Man Who Can't Be Moved,730269013,863117
Sam Smith - Fire On Fire,730163008,355476
Kanye West - Homecoming,729719222,470451
Imagine Dragons - Warriors,729517746,219209
Mora - Volando,729232824,235420
Lana Del Rey - Doin' Time,729171001,415362
Lana Del Rey - Brooklyn Baby,728973058,710321
Becky G - Mayores,728470812,190855
Rauw Alejandro - LOKERA,728295564,871248
P!nk - Raise Your Glass,727525933,473915
Maroon 5 - Cold,726910754,217483
Mac DeMarco - My Kind of Woman,726707098,626730
Enrique Iglesias - SUBEME LA RADIO,726522165,174203
Joji - YEAH RIGHT,726297779,169519
Eminem - Lucky You,726048786,114067
Far East Movement - Like A G6,725983366,361763
Reik - Me Niego,725868933,309229
DJ Khaled - POPSTAR,725773571,99764
America - A Horse with No Name,725480186,620174
Camila Cabello - My Oh My,724985156,207597
NewJeans - OMG,724605451,447687
Khalid - 8TEEN,724334012,165646
Richy Mitch & The Coal Miners - Evergreen,724141656,1711016
Dire Straits - Walk of Life,723555339,430260
5 Seconds of Summer - She Looks So Perfect,723301027,264010
Carlos Vives - La Bicicleta,722840398,251235
The Beatles - Let It Be,722807250,365290
Anitta - Downtown,722804946,526514
BLACKPINK - DDU-DU DDU-DU,722580604,189418
Mumford & Sons - I Will Wait,722457914,246000
5 Seconds of Summer - Teeth,721251716,394359
Chris Brown - Go Crazy,720732947,188223
zzoilo - Mon Amour,720665392,289674
John Mayer - New Light,720617089,184073
Manuel Turizo - Una Lady Como Tú,719924871,193917
21 Savage - Runnin,719843417,670047
P!nk - Try,719699362,567375
Anuel AA - Sola (Remix),718909238,275967
Stealers Wheel - Stuck In The Middle With You,718747872,396259
Russ - Losin Control,718507132,160322
Coldplay - Magic,718327006,147166
BoyWithUke - Toxic,718150580,272423
Myke Towers - Bandido,717795845,158827
Big Sean - Bounce Back,717655173,59552
Natanael Cano - AMG,717495903,580525
Metro Boomin - Trance,716852908,826511
Selena Gomez - Good For You,716355812,242784
Baby Keem - ORANGE SODA,716288854,356991
A$AP Rocky - Everyday,716212544,340927
Tiësto - Don't Be Shy,716130360,316907
Kordhell - MURDER IN MY MIND,715423779,428062
Marc Seguí - Tiroteo,714742369,503308
Kanye West - I Love It (& Lil Pump),714636597,98538
Travis Scott - Antidote,714493982,179161
Kanye West - All Of The Lights,714470651,322977
cassö - Prada,714470342,791655
blackbear - idfc,714365114,107457
Audioslave - Like A Stone,714321201,437976
Alesso - Heroes (we could be),714315531,158925
SZA - Broken Clocks,714154726,756540
Cigarettes After Sex - K.,713871830,809560
Stromae - Alors on danse,713635473,385903
The Calling - Wherever You Will Go,713423958,339877
Ne-Yo - Miss Independent,712888064,431598
Playboi Carti - Shoota,712700628,246596
Limp Bizkit - Break Stuff,712617040,826751
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around",712441492,372889
Mac Miller - Self Care,712237878,243954
Carin Leon - Primera Cita,711298367,1186448
Blue Swede - Hooked On A Feeling,711233130,381587
Chase Atlantic - Friends,711194370,638365
La Oreja de Van Gogh - Rosas,710947510,1047610
Alan Walker - On My Way,710660739,319568
Dolly Parton - Jolene,710632601,486322
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),710474939,213848
Depeche Mode - Enjoy the Silence,709796115,462480
Kelly Clarkson - Because of You,709684719,205524
Kodak Black - Roll in Peace,708880777,171395
Flo Rida - Good Feeling,708029325,398552
Lana Del Rey - Young And Beautiful [Lana Del Rey vs. Cedric Gervais],707938230,268313
Daryl Hall & John Oates - Maneater,707330861,460576
Troye Sivan - Strawberries & Cigarettes,707298055,309443
Avicii - Lonely Together,707234799,141298
Justin Bieber - Anyone,706707193,140895
Taylor Swift - Getaway Car,706640175,327976
Lil Uzi Vert - Just Wanna Rock,706064376,321109
"Chappell Roan - Good Luck, Babe!",706042525,5123739
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,705940121,315261
Alphaville - Forever Young,705300874,1804908
Natalia Lafourcade - Hasta la Raíz,705178774,592348
fun. - Some Nights,705031522,237021
Ozzy Osbourne - Crazy Train,704699081,337151
Soulja Boy - Kiss Me Thru The Phone,704639447,365887
Ed Sheeran - Dive,704541621,184949
50 Cent - 21 Questions,704149672,439976
Daryl Hall - Maneater,703646250,523132
Akon - Lonely,703165974,549525
Charlie Puth - How Long,703087492,192926
Sech - Otro Trago,702218100,74680
Travie McCoy - Billionaire,702188631,363384
Peso Pluma - PRC,702051114,287267
mgk - my ex's best friend,701988494,213206
Billie Eilish - watch,701448239,373319
Katy Perry - Never Really Over,701299649,116518
One Direction - 18,700918407,324072
Selena Gomez - Hands To Myself,700828430,107187
Culture Club - Karma Chameleon,700394296,385243
Migos - Stir Fry,700261133,213320
Kanye West - All Falls Down,700087777,580554
Carlos Vives - Robarte un Beso,699941814,264520
The Rolling Stones - Start Me Up,699561315,428951
Aventura - Ella Y Yo,698868273,512491
Juice WRLD - Legends,698629602,181163
mgk - Bad Things,697632029,126063
Labrinth - Still Don't Know My Name,697137518,208776
Lil Baby - Pure Cocaine,696160508,421666
Zion & Lennox - Yo Voy,695990852,382888
AJR - Weak,695757605,98771
Dua Lipa - Love Again,695558133,409176
Taylor Swift - Midnight Rain,695445222,300292
Rels B - A Mí,695344678,611955
Marshmello - Here With Me,694646529,170018
BTS - Permission to Dance,694560749,177437
Waka Flocka Flame - No Hands,694407389,347453
Cascada - Everytime We Touch,694395730,393426
Jeremih - oui,694088473,222004
21 Savage - ball w/o you,694068937,385877
Chris Isaak - Wicked Game,693590530,606957
Maluma - Según Quién,693589367,1469927
21 Savage - Glock In My Lap,693108263,749549
T-Pain - Buy U a Drank (Shawty Snappin'),692758300,556391
Eagles - Take It Easy,692546358,404087
Rex Orange County - Best Friend,692439735,223854
Pink Sweat$ - At My Worst (Nikhita Gandhi Remix),692418037,296840
PinkPantheress - Pain,692270463,1010335
Beyoncé - Single Ladies (Put a Ring on It),691945585,333432
ROSALÍA - BESO,691724752,382602
Rauw Alejandro - Cúrame,691544415,645549
Extreme - More Than Words,691092670,307049
BLACKPINK - Shut Down,690775816,328161
Harry Styles - Lights Up,690335250,87490
Bacilos - Caraluna,690267628,343035
Taylor Swift - We Are Never Ever Getting Back Together,690149690,164303
Justin Bieber - Friends,689720435,75815
3 Doors Down - Here Without You,689013527,329981
Little Mix - Secret Love Song,688559037,198864
Lynyrd Skynyrd - Free Bird,688457608,375647
A$AP Rocky - Sundress,687839882,514806
SZA - Nobody Gets Me,687484479,852283
Kelly Clarkson - Stronger (What Doesn't Kill You),687124725,272643
The Beatles - Yesterday,687022997,414153
Nio Garcia - La Jeepeta,686761963,126537
Bruno Mars - Count on Me,686431265,326209
John Lennon - Imagine,686169642,349148
Mike Posner - Cooler Than Me,685940895,535172
Bad Bunny - Ignorantes,685862958,112639
Cheat Codes - No Promises,685505045,66580
Anuel AA - Hasta Que Dios Diga,685295878,227484
Joel Adams - Please Don't Go,684960577,74494
Yusuf / Cat Stevens - Wild World,684947470,300309
Lil Uzi Vert - Money Longer,684806244,227061
Cigarettes After Sex - Sunsetz,684664179,830158
Bebe Rexha - I'm a Mess,684450374,109620
Taylor Swift - Paper Rings,684362878,297506
Lil Dicky - Freaky Friday,684006939,134961
Gwen Stefani - The Sweet Escape,683637838,444779
grandson - Blood // Water,683430151,405198
Chris Jedi - Ahora Dice,683243779,236189
Calvin Harris - Giant,683222142,135452
R3HAB - All Around The World (La La La),683195159,236095
Wheatus - Teenage Dirtbag,682629513,476322
Marshmello - Be Kind,682147473,151551
Drake - Headlines,682075737,327563
X Ambassadors - Unsteady,681786249,177844
SYML - Where's My Love,681197830,629723
Libianca - People,680965073,550341
Cheat Codes - Sex,680809073,43095
Rauw Alejandro - Fantasias,680351656,162205
"Sofía Reyes - 1, 2, 3",679976500,144501
Gera MX - Botella Tras Botella,679308410,326330
Katy Perry - Unconditionally,678464552,360457
Lou Bega - Mambo No. 5 (a Little Bit of...),677901385,348620
Frank Sinatra - Fly Me To The Moon (In Other Words),677198891,307295
Sia - The Greatest,677195580,72925
Lil Uzi Vert - Just Wanna Rock,676421811,398761
MGMT - Little Dark Age,675898976,362450
The Vamps - All Night,675857696,87103
The Neighbourhood - You Get Me So High,675282710,846088
Kansas - Carry on Wayward Son,675207700,387415
Olivia Rodrigo - brutal,675065734,316639
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),675000350,261139
Naughty Boy - La La La,674626996,285602
Adele - Water Under the Bridge,674609902,258686
Rae Sremmurd - Swang,674353491,165589
Jason Derulo - Whatcha Say,674254186,270257
Alicia Keys - Girl on Fire,674204400,282967
Mötley Crüe - Kickstart My Heart,674116657,393684
Jason Derulo - Trumpets,674081225,125583
Kodak Black - Tunnel Vision,673898151,171356
Justin Bieber - Eenie Meenie,673457232,423244
Olly Alexander (Years & Years) - King,673318777,332389
INTERWORLD - METAMORPHOSIS,673305399,431662
Sebastian Yatra - Tacones Rojos,672709977,318095
Enrique Iglesias - DUELE EL CORAZON,672538284,152566
Daddy Yankee - Dura,671490212,116996
Dove Cameron - Boyfriend,671281337,298352
The Cardigans - Lovefool,671111494,548410
The Kooks - Naive,670813626,333588
Bad Bunny - Amorfoda,670738741,184698
Nelly Furtado - Say It Right,670470639,431903
Drake - Best I Ever Had,670027720,252163
G-Eazy - No Limit,669340521,81391
J. Cole - Power Trip,669156890,366624
James Hype - Ferrari,669075038,396285
James Arthur - Naked,668911728,168773
José Feliciano - Feliz Navidad,668740166,52552
Adele - All I Ask,668600794,328000
Taylor Swift - You Belong With Me,668330605,203184
Flo Rida - Right Round,667738606,434099
Bring Me The Horizon - Can You Feel My Heart,666940571,321356
Two Feet - Go Fuck Yourself,666790138,163865
Disclosure - You & Me,666676717,215813
Miley Cyrus - The Climb,666659319,241047
Travis Scott - YOSEMITE,666646540,164027
Sebastian Yatra - Traicionera,666639729,144987
Martin Garrix - Summer Days,666509727,136327
Selena Gomez - Same Old Love,666252437,192703
UB40 - Red Red Wine,666019122,388094
Buffalo Springfield - For What It's Worth,665810063,382095
Cardi B - Up,665641992,191702
P!nk - So What,665395511,326109
Beyoncé - Love On Top,665271984,202354
Hombres G - Devuélveme a mi chica,664951343,436025
The xx - Intro,664803752,191093
The Smiths - There Is a Light That Never Goes Out,663964880,646731
Dolly Parton - 9 to 5,663890198,460269
Justin Timberlake - Rock Your Body,663630716,569389
Flipp Dinero - Leave Me Alone,663472432,119407
Little Mix - Black Magic,662570183,200718
$uicideboy$ - Kill Yourself (Part III),662555657,314755
NewJeans - Ditto,662511438,448871
Jung Kook - 3D,662489056,888933
Foo Fighters - Best of You,662151909,238970
Rich The Kid - Plug Walk,662047062,82443
Wiz Khalifa - Black and Yellow,661528205,235672
Sabrina Carpenter - Feather,661252745,1233655
"Tyler, The Creator - NEW MAGIC WAND",661087359,529920
Coldplay - Hymn for the Weekend,661017746,49584
Gwen Stefani - Hollaback Girl,660751367,338130
2Pac - Hit 'Em Up,660700906,503661
Oliver Tree - Miss You,660505379,284432
Morgan Wallen - Chasin' You,660136767,454063
Travis Scott - CAN'T SAY,660118514,618653
Summer Walker - Girls Need Love,659611178,300886
Billie Eilish - all the good girls go to hell,659244380,163805
Kiiara - Gold,659182328,85780
Labrinth - Mount Everest,658676562,690507
Dexys Midnight Runners - Come On Eileen,658477059,286469
The Rare Occasions - Notion,658079473,547240
The Killers - When You Were Young,657859698,291423
Roxette - It Must Have Been Love,657710154,728084
James TW - When You Love Someone,657641664,115764
Cutting Crew - (I Just) Died In Your Arms,657311740,391125
Morat - Cuando Nadie Ve,657266728,348789
Anitta - Envolver,657129850,276583
ZZ Top - La Grange (2005 Remaster),657074693,686487
Metro Boomin - 10 Freaky Girls,656968071,238113
Troye Sivan - YOUTH,656826279,107029
FRENSHIP - Capsize,656375473,65705
Cher - Believe,656293190,548814
Bon Iver - Skinny Love,656052200,217975
DaBaby - Suge,655981890,83452
Dua Lipa - Kiss and Make Up,655917472,224872
Declan McKenna - Brazil,655740520,674225
Taylor Swift - champagne problems,655421920,382761
Los Legendarios - Fiel,655320889,124232
Clean Bandit - I Miss You,654986568,52822
Frank Ocean - Novacane,654579621,573253
Hailee Steinfeld - Love Myself,654548787,104001
Adele - Chasing Pavements,654350066,418378
Post Malone - One Right Now,654091792,184762
Luke Combs - She Got the Best of Me,653767193,740588
Taylor Swift - Fortnight,653657575,1546641
ScHoolboy Q - Collard Greens,653532980,293294
James Arthur - Car's Outside,653340947,706347
Majestic - Rasputin,653280824,446991
Jet - Are You Gonna Be My Girl,653246639,586682
The Strokes - Last Nite,653019002,267661
Duke Dumont - Ocean Drive,652712703,254135
Bryan Adams - Heaven,652517254,429775
Lil Pump - Gucci Gang,652177783,33498
Halsey - Bad At Love,652055727,179567
Alejandro Fernández - Me Dediqué a Perderte,651557050,560459
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)",651290637,276734
Mariah Carey - We Belong Together,651210951,425514
B.o.B - Nothin’ on You,651018920,429883
OneRepublic - Secrets,650748959,257056
Kina - Can We Kiss Forever?,650333693,147605
Thirty Seconds To Mars - The Kill,650247685,467150
The Smashing Pumpkins - 1979,649830593,391433
Juice WRLD - Wasted,649473933,258691
Redbone - Come and Get Your Love,649241585,774072
JENNIE - SOLO,649128231,215259
Boza - Hecha Pa' Mi,648432131,173007
BTS - DNA,648228726,138334
Post Malone - I Had Some Help (Feat. Morgan Wallen),648104581,2480229
David Guetta - Flames,647904753,56505
Post Malone - Take What You Want,647903738,210914
Tego Calderón - Pa' Que Retozen,647854886,554136
Marc Anthony - Vivir Mi Vida,647432951,289822
Sam Fischer - This City,647384998,148466
Drake - Take Care,646594651,227143
Lizzo - Good as Hell,646143954,200249
Paulo Londra - Nena Maldición,645784654,296004
Rauw Alejandro - Tattoo,645783391,209237
J. Cole - She Knows,645764488,186677
Aretha Franklin - Respect,645604777,307078
Eiffel 65 - Blue (Da Ba Dee),645497852,265577
Billy Joel - Vienna,645195497,537735
Kelly Clarkson - Underneath the Tree,645111321,58120
Ariana Grande - breathin,644659124,97594
Muse - Uprising,644408807,413087
Lorde - Ribs,644325710,373498
Lady Gaga - Paparazzi,644001570,517999
Colbie Caillat - Bubbly,643980354,220644
"Shakira - Whenever, Wherever",643902910,442191
Linkin Park - Bleed It Out,643589406,483142
Nirvana - Lithium,643139660,319627
Miley Cyrus - Midnight Sky,642808852,132479
Ghost - Mary On A Cross,642556704,520527
Queen - I Want To Break Free,642542261,228536
Dua Lipa - Love Again,642320839,286822
Vacations - Young,642155023,455765
Rae Sremmurd - Come Get Her,642149834,174872
Joji - Sanctuary,641861593,337186
Simon & Garfunkel - Mrs. Robinson,641394472,600364
The Chainsmokers - Takeaway,641329711,98445
Auli'i Cravalho - How Far I'll Go,641037863,314471
The Cinematic Orchestra - To Build A Home,640926794,310591
Carrie Underwood - Before He Cheats,640736996,415617
Phil Collins - You Can't Hurry Love,640504971,271890
The Paper Kites - Bloom,639852268,521964
Incubus - Drive,639779793,288836
Lady Gaga - Born This Way,639492421,240679
Thomas Rhett - Die A Happy Man,639312630,181178
Quevedo - PUNTO G,638907795,346244
The Temper Trap - Sweet Disposition,638881230,385430
Rick Springfield - Jessie's Girl,638852981,491471
Bad Bunny - Sensualidad,638792520,147283
Mac Miller - Weekend,638405082,281037
Florence + The Machine - You've Got The Love,638328080,387322
Childish Gambino - Me and Your Mama,637972994,442657
Stevie Wonder - Superstition,637968458,277280
Dua Lipa - Be the One,637879147,155323
Alessia Cara - Here,637751269,210373
OneRepublic - Rescue Me,637632963,166661
Europe - The Final Countdown,637503437,316756
Rita Ora - Your Song,637396985,68016
"Alan Walker - Alone, Pt. II",637304633,278597
The Rolling Stones - Gimme Shelter,637130421,285821
John Travolta - You're The One That I Want,636817492,195641
Tom Walker - Leave a Light On,636688256,187124
Lana Del Rey - Radio,635869698,388942
Billie Eilish - No Time To Die,635744782,234751
Gente De Zona - La Gozadera,635680548,221862
Meghan Trainor - NO,635675581,216716
Daft Punk - One More Time,635562004,259576
J Balvin - Rojo,635441813,207930
Aretha Franklin - I Say a Little Prayer,635015158,314304
The Chainsmokers - This Feeling,634710423,113174
Billie Eilish - TV,634503366,637496
Owl City - Good Time,634482701,335618
Jax Jones - You Don't Know Me,634245363,124039
Kali Uchis - After The Storm,634120478,412275
Starship - Nothing's Gonna Stop Us Now,634060779,420867
Kanye West - Violent Crimes,634001924,543761
The Script - Superheroes,633299949,189674
Led Zeppelin - Whole Lotta Love,633156412,237202
Khalid - OTW,632887971,90957
Travis Scott - I KNOW ?,632659790,789277
Slipknot - Psychosocial,632588458,488755
Gorillaz - On Melancholy Hill,632232221,402994
"Taylor Swift - You're On Your Own, Kid",632224906,406977
Paul Simon - You Can Call Me Al,632161877,233050
Johnny Cash - Hurt,632004049,184517
Rihanna - Rude Boy,631908017,382136
Crowded House - Don't Dream It's Over,631814289,585819
Kanye West - Can't Tell Me Nothing,631770858,430996
R. Kelly - Ignition,630910041,124900
Ellie Goulding - Close To Me,630372381,69480
Muse - Supermassive Black Hole,630294269,433759
Tove Lo - Stay High,630247611,124779
Grupo Frontera - NO SE VA,630117892,587202
Tove Lo - Habits (Stay High),629870714,124970
David Guetta - Where Them Girls At,629731679,416658
Commodores - Easy,629658619,397925
THE ANXIETY - Meet Me At Our Spot,629555570,187622
Ricky Martin - Vente Pa' Ca,629172100,153199
blackbear - do re mi,629087933,90999
2Pac - All Eyez On Me,628910295,299973
Bryan Adams - (Everything I Do) I Do It For You,628837297,339400
Kid Cudi - Pursuit Of Happiness,628792512,188112
Tove Lo - Talking Body,628592455,167574
David Guetta - Say My Name,628509556,150976
Snakehips - All My Friends,628409435,98124
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,628396077,77625
Simon & Garfunkel - The Sound of Silence,628244943,549285
Rauw Alejandro - El Efecto,627892794,442601
Kendrick Lamar - King Kunta,627860478,182960
Kanye West - Black Skinhead,627742341,135314
Eminem - My Name Is,627365532,212946
Piso 21 - Pa' Olvidarme De Ella,626985624,214168
Christian Nodal - Adiós Amor,626982528,287294
Silk City - Electricity,626875957,89740
Shawn Mendes - I Know What You Did Last Summer,626821233,145797
J Balvin - Bonita,626768276,202918
Black Eyed Peas - Meet Me Halfway,626666192,908767
Doja Cat - Ain't Shit,626664512,261605
Marshmello - El Merengue,626641784,1033148
Beyoncé - Irreplaceable,626302952,240248
Jennifer Lopez - On The Floor,626069377,517676
Michael Jackson - Thriller,625941442,354193
Dayglow - Can I Call You Tonight?,625514410,284145
Doja Cat - Get Into It (Yuh),625511650,199333
Chino & Nacho - Andas En Mi Cabeza,625502713,228303
PARTYNEXTDOOR - Come and See Me,625498112,164142
Cosculluela - Madura,625394519,426915
Sech - Relación,625352975,83168
System Of A Down - Lonely Day,625256618,458170
Taylor Swift - Gorgeous,625169115,234748
Lykke Li - I Follow Rivers,624966859,326387
One Direction - Little Things,624924152,153125
Lil Tjay - F.N,624709072,
Louis Armstrong - What A Wonderful World,624625284,407755
Taylor Swift - Bad Blood,624598156,189162
Kanye West - Famous,624492189,124754
Maluma - HP,624291047,89162
Beyoncé - Drunk in Love,624048599,179366
Linkin Park - Crawling,623994288,519416
Snoop Dogg - Drop It Like It's Hot,623833133,273603
Hailee Steinfeld - Most Girls,623791271,68063
One Direction - You & I,622465794,245229
BLACKPINK - As If It's Your Last,622282747,247054
Zach Bryan - Heading South,622116167,982457
Dan + Shay - Tequila,622023355,123864
Maluma - Sobrio,621314752,333721
Bad Bunny - La Corriente,621274583,215120
Pink Floyd - Comfortably Numb,621031524,251419
Lana Del Rey - Say Yes To Heaven,620970941,1005973
David Guetta - Bad,620686368,121956
League of Legends - Legends Never Die,620057651,241773
Justin Bieber - Company,620036712,232694
Pitbull - Fireball,619818884,508285
Pearl Jam - Even Flow,619645404,316309
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),619484478,127546
The Chainsmokers - Call You Mine,619393482,67120
Maroon 5 - Sunday Morning,619338948,337572
Diplo - Heartless,619334392,644956
Breaking Benjamin - The Diary of Jane,618823938,296490
The Doobie Brothers - Listen to the Music,618592645,376379
"Fall Out Boy - Dance, Dance",618288535,265238
"Daddy Yankee - Lo Que Pasó, Pasó",618125281,861263
XXXTENTACION - I Don't Wanna Do This Anymore,617923639,412985
Michael Bublé - Holly Jolly Christmas,617916154,44377
Kina - Can We Kiss Forever?,617681058,179852
Ed Maverick - Fuentes de Ortiz,617651283,323351
Drake - Marvins Room,617343654,188301
Zion & Lennox - La player (Bandolera),617252494,142774
Drake - Forever,617190150,234931
Ed Sheeran - Tenerife Sea,616633536,141142
"KAROL G - Ay, DiOs Mío!",616338902,128917
Alan Walker - Darkside,616286836,211148
TV Girl - Cigarettes out the Window,616073655,1051646
System Of A Down - B.Y.O.B.,615956239,319449
"Roy Orbison - Oh, Pretty Woman",615936670,426521
Morat - Besos En Guerra,615722507,302978
Milo j - Rara Vez,615001128,739006
Nelly - Ride Wit Me,614853526,280299
YOASOBI - 夜に駆ける,614652681,246480
David Guetta - Baby Don’t Hurt Me,614588298,780596
Avenged Sevenfold - Hail to the King,614565840,285936
Jarabe De Palo - La flaca,614130827,561426
Charlie Puth - Light Switch,614056418,175174
NF - The Search,613951615,274270
Luke Combs - Beer Never Broke My Heart,613950464,571156
Bee Gees - More Than A Woman,613898645,362386
Rema - Calm Down,613460856,259954
Shania Twain - Man! I Feel Like A Woman!,613460199,342835
Daft Punk - Instant Crush,613261597,250205
NewJeans - Super Shy,613234609,542409
The Chainsmokers - All We Know,613115340,93001
Dua Lipa - Houdini,613096032,1124137
Jay Rock - King's Dead,612997449,129943
Hozier - Work Song,612464618,809753
Ricky Montgomery - Line Without a Hook,612255360,433895
Alexandra Stan - Mr. Saxobeat,612141338,406790
Martin Garrix - There for You,612067921,57201
Shawn Mendes - Wonder,611983147,157709
